quick: 1000 13795 0.000067209
std: 1000 10634 0.00004275
bubble: 1000 959040 0.003343792
insertion dumb: 1000 252514 0.000799208
insertion smart: 1000 9966 0.000123791
selection: 1000 499500 0.001498833
quick: 1000 13882 0.000057083
std: 1000 10702 0.000037666
bubble: 1000 964035 0.002971417
insertion dumb: 1000 256518 0.000796208
insertion smart: 1000 9966 0.000124208
selection: 1000 499500 0.001469333
quick: 1000 13883 0.00005375
std: 1000 10908 0.000036958
bubble: 1000 989010 0.002780708
insertion dumb: 1000 254674 0.000724041
insertion smart: 1000 9966 0.000114459
selection: 1000 499500 0.001369
quick: 1000 16300 0.000058291
std: 1000 10568 0.0000345
bubble: 1000 954045 0.002667708
insertion dumb: 1000 257406 0.000689042
insertion smart: 1000 9966 0.000107625
selection: 1000 499500 0.001283875
quick: 1000 13749 0.000047875
std: 1000 10684 0.000032625
bubble: 1000 985014 0.0025915
insertion dumb: 1000 261053 0.000699292
insertion smart: 1000 9966 0.000109209
selection: 1000 499500 0.001279666
quick: 1000 16174 0.000056166
std: 1000 10689 0.0000355
bubble: 1000 975024 0.002534125
insertion dumb: 1000 258848 0.000644542
insertion smart: 1000 9966 0.000102042
selection: 1000 499500 0.001201542
quick: 1000 13203 0.000046
std: 1000 10771 0.000032
bubble: 1000 972027 0.0023945
insertion dumb: 1000 254788 0.000638208
insertion smart: 1000 9966 0.000101
selection: 1000 499500 0.001215083
quick: 1000 14460 0.000047375
std: 1000 10696 0.0000315
bubble: 10000 99140085 0.200233375
insertion dumb: 10000 24937399 0.049982166
insertion smart: 10000 133602 0.005139458
selection: 10000 49995000 0.095049083
quick: 10000 217745 0.000536458
std: 10000 140705 0.000335833
bubble: 10000 98180181 0.192437125
insertion dumb: 10000 25024854 0.049593041
insertion smart: 10000 133602 0.005095625
selection: 10000 49995000 0.095403416
quick: 10000 199671 0.00053
std: 10000 140115 0.000312417
bubble: 10000 99840015 0.19572875
insertion dumb: 10000 24984968 0.049341625
insertion smart: 10000 133602 0.005124
selection: 10000 49995000 0.095081
quick: 10000 219201 0.000531833
std: 10000 140797 0.000328833
bubble: 10000 98950104 0.193680917
insertion dumb: 10000 25041481 0.049511667
insertion smart: 10000 133602 0.00511275
selection: 10000 49995000 0.095603792
quick: 10000 222125 0.0005405
std: 10000 141187 0.0003115
bubble: 10000 97970202 0.191048041
insertion dumb: 10000 24650378 0.048574333
insertion smart: 10000 133602 0.004992958
selection: 10000 49995000 0.096432416
quick: 10000 195093 0.000491625
std: 10000 141242 0.000324875
bubble: 10000 97980201 0.191683917
insertion dumb: 10000 24959025 0.049160084
insertion smart: 10000 133602 0.005108167
selection: 10000 49995000 0.094856709
quick: 10000 199580 0.000500334
std: 10000 141860 0.000315834
bubble: 10000 99720027 0.195815958
insertion dumb: 10000 24838867 0.049053584
insertion smart: 10000 133602 0.005081292
selection: 10000 49995000 0.095402041
quick: 10000 208915 0.000512625
std: 10000 140883 0.000324625
bubble: 10000 98740125 0.206124291
insertion dumb: 10000 24728106 0.053162459
insertion smart: 10000 133602 0.005513416
selection: 10000 49995000 0.119742916
quick: 10000 213549 0.000553292
std: 10000 141153 0.000343917
bubble: 10000 98090190 0.199404833
insertion dumb: 10000 25163961 0.049963375
insertion smart: 10000 133602 0.005177583
selection: 10000 49995000 0.113522292
quick: 10000 202806 0.000535083
std: 10000 141653 0.000357083
bubble: 10000 97810218 0.265518958
insertion dumb: 10000 25146676 0.050980375
insertion smart: 10000 133602 0.005328708
selection: 10000 49995000 0.100096417
quick: 10000 204475 0.000519708
std: 10000 139794 0.000327084
